Upload PDF (optional),Ask a question,output,timestamp
.gradio\flagged\Upload PDF optional\5b4692e14316d8f1099e\Aula 01  Introdução a Banco de Dados.pdf,Qual o tema principal desse pdf?,,2025-02-15 21:37:04.436415
